sale_id,tenant_id,product,quantity,unit_price,total,status,created_at
287a372c-0406-4008-ae99-eed680440342,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Sandwich,1,3.06,3.06,completed,2024-03-12T19:06:00
13a98f8b-5bdb-4e7e-96ba-a3ddd830fa39,6be25e64-c34e-4cd9-b91a-42715b89b119,Café,5,4.46,22.3,completed,2024-02-17T11:14:00
6d93a03c-b4dc-467f-ad99-274524cf1798,93327782-e082-4124-826e-9cef7e076d22,Sandwich,5,16.05,80.25,pending,2024-11-28T19:34:00
cf7720b8-c354-4cd1-94d7-3b373541c963,93327782-e082-4124-826e-9cef7e076d22,Ensalada,4,7.46,29.84,completed,2024-03-22T19:27:00
4e8ffc81-6d25-42cd-86c2-39e5b3052f12,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pasta,3,8.75,26.25,completed,2024-02-17T14:06:00
d680d890-29c7-40bb-81a0-64eb7e1f6565,93327782-e082-4124-826e-9cef7e076d22,Ensalada,3,21.57,64.71,completed,2024-08-23T16:07:00
593951b0-1db0-4ec4-8e26-571a4ddb284b,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pasta,4,4.27,17.08,pending,2024-04-08T19:04:00
25677689-4c45-4046-96c6-a96a5aa88d0d,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Té,1,17.38,17.38,completed,2024-02-21T14:17:00
6533a828-522e-4738-8509-c65d2d955bc0,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Jugo,4,16.8,67.2,refunded,2024-06-30T11:42:00
baeb8a29-aa25-440b-9633-fa1bae459faf,3083fa7f-9968-479f-960f-6cef2a12cd2c,Jugo,3,18.29,54.87,pending,2024-05-05T10:29:00
38bac767-1856-435f-96a3-2e97da3228de,93327782-e082-4124-826e-9cef7e076d22,Sandwich,4,8.57,34.28,pending,2024-06-15T21:49:00
01beb2ce-da3f-4919-922a-65303846c9ba,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pasta,1,7.65,7.65,refunded,2024-05-17T09:13:00
5539c46e-22bd-4d96-8f64-8e6cf825981e,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Sandwich,5,22.22,111.1,pending,2024-09-12T14:56:00
29fc5b52-5a87-40e4-ada9-6f74b446722d,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Sandwich,4,5.71,22.84,pending,2024-10-14T16:16:00
134b774f-c2bf-4b83-9889-992708b2464c,93327782-e082-4124-826e-9cef7e076d22,Pizza,5,12.14,60.7,refunded,2024-04-22T10:32:00
63011fb3-c37e-4115-b1f4-11c81ed71bc1,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,4,4.55,18.2,completed,2024-11-17T10:50:00
525fd66c-d915-492f-8bbe-675a5dc2ce4c,6be25e64-c34e-4cd9-b91a-42715b89b119,Pizza,4,15.92,63.68,pending,2024-08-27T16:16:00
c77bc61d-18fd-44ba-a1c2-6e4b411d64c4,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,5,21.87,109.35,pending,2024-10-01T20:17:00
3c33c423-2700-4365-aab0-909ab00c0794,6be25e64-c34e-4cd9-b91a-42715b89b119,Jugo,3,5.01,15.03,refunded,2024-01-02T19:56:00
5945f3d2-b468-4b0e-ad73-d16d3df372f6,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Té,3,24.37,73.11,pending,2024-06-01T21:40:00
1b628869-7014-428b-8cc1-f1cc5bc0bbda,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pasta,5,16.2,81.0,completed,2024-10-03T20:59:00
2cf1b8c7-c471-4934-b628-f103ae68586f,93327782-e082-4124-826e-9cef7e076d22,Pasta,5,23.17,115.85,refunded,2024-01-10T09:59:00
9918d5ce-1279-41d9-8874-6951e2aa93d9,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Sandwich,3,22.27,66.81,completed,2024-05-03T22:36:00
82e3dfb6-361e-47e3-984d-fdfb1c4ac9fc,6be25e64-c34e-4cd9-b91a-42715b89b119,Té,1,4.43,4.43,pending,2024-03-05T10:42:00
deb44ffc-455f-4e03-8194-d556fbdfce84,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,4,23.8,95.2,pending,2024-11-06T14:13:00
57515a41-08d3-40a2-94ea-7231426ff0fa,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,5,19.49,97.45,refunded,2024-12-09T18:23:00
3c5792ec-9a6b-4276-99a2-81887b233015,6be25e64-c34e-4cd9-b91a-42715b89b119,Té,4,22.74,90.96,completed,2024-04-25T09:21:00
35427bb1-825f-408e-8c06-49cbdeb769ee,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Sandwich,1,15.74,15.74,completed,2024-02-06T19:40:00
30c4224c-d763-42e7-b2b1-29af2d31c006,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pasta,1,7.65,7.65,completed,2024-09-20T11:17:00
00b6d80b-50e4-4f47-9ec0-0ad4ec978066,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Postre,4,7.32,29.28,completed,2024-08-30T20:26:00
08fb9b4c-0297-4c64-9eef-ed37d3ce30d1,6be25e64-c34e-4cd9-b91a-42715b89b119,Pasta,2,4.62,9.24,refunded,2024-07-29T15:55:00
e31af7e3-688d-4e8c-ae3c-339db6225da7,3083fa7f-9968-479f-960f-6cef2a12cd2c,Café,1,17.65,17.65,refunded,2024-06-22T20:55:00
8c40c205-49de-4246-a6a2-8daa653403eb,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Postre,1,8.09,8.09,completed,2024-08-04T10:17:00
eaa642e8-0345-497b-b553-043003e28c1b,3083fa7f-9968-479f-960f-6cef2a12cd2c,Postre,4,8.12,32.48,pending,2024-02-20T08:41:00
30ae3e32-ed2e-4eba-b816-5978dfe404d7,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,5,21.31,106.55,completed,2024-07-27T15:30:00
c70bc0a2-aa47-4ce3-a711-6f15ced98690,3083fa7f-9968-479f-960f-6cef2a12cd2c,Jugo,2,21.95,43.9,refunded,2024-01-02T14:16:00
5064df91-1e93-49d6-8128-2587b3b8f701,93327782-e082-4124-826e-9cef7e076d22,Postre,4,8.92,35.68,completed,2024-04-07T12:13:00
3bb3220e-a964-40ba-a819-15482635e0a9,93327782-e082-4124-826e-9cef7e076d22,Café,1,15.53,15.53,pending,2024-06-09T08:03:00
4f21e470-0be1-4c35-b7f8-591c8e4608d3,93327782-e082-4124-826e-9cef7e076d22,Jugo,5,13.23,66.15,completed,2024-09-17T09:54:00
e432dd3f-12ef-45e2-8f42-4f8d9d668624,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,2,4.04,8.08,refunded,2024-03-02T22:36:00
adfdaa9c-66fa-4707-bd69-aae4cff82644,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,2,15.53,31.06,refunded,2024-12-02T17:36:00
67cd0fed-9355-4b31-b993-bfa48d4b6c11,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Sandwich,5,9.62,48.1,pending,2024-06-09T11:16:00
a715ece0-7b48-4898-b936-589f3f1bca82,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,4,5.44,21.76,refunded,2024-02-07T08:29:00
aa8544e7-f0e1-4595-a86b-0293acc74136,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,5,24.97,124.85,pending,2024-04-19T16:16:00
408712d3-fc32-4b47-9fd2-a6f443681cd6,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,2,23.5,47.0,refunded,2024-05-25T10:28:00
6b56137d-8841-4291-8109-a6c066b783eb,93327782-e082-4124-826e-9cef7e076d22,Café,5,18.33,91.65,pending,2024-10-10T12:59:00
ce9ce059-a8e7-4ed6-950e-fb9a014e11f8,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,1,23.63,23.63,completed,2024-02-24T19:35:00
af204390-9b93-4090-a896-88bf8dbd700b,93327782-e082-4124-826e-9cef7e076d22,Sandwich,2,8.63,17.26,pending,2024-06-24T11:43:00
ea2282a2-c64d-46de-a171-7957c693156c,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Café,3,13.87,41.61,completed,2024-11-20T14:53:00
09369639-e62e-45cb-a0f6-1239552b3f78,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Jugo,3,3.49,10.47,pending,2024-05-14T10:47:00
9a24a418-dedc-487c-b058-dbcbb592b37f,6be25e64-c34e-4cd9-b91a-42715b89b119,Café,4,14.91,59.64,completed,2024-02-08T22:44:00
c0b6ccd1-4db0-4cb1-9fd0-74cf6eb81250,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Jugo,2,14.78,29.56,refunded,2024-03-06T08:19:00
9d2cb321-24b0-45b8-ae68-c3679f3d35b4,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pasta,3,22.73,68.19,completed,2024-12-15T11:42:00
152acf52-b446-439e-b1c6-c4194a528ee9,93327782-e082-4124-826e-9cef7e076d22,Pizza,1,10.46,10.46,pending,2024-03-20T22:59:00
088f2462-3982-46ac-a51a-efea8182016b,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pizza,2,21.95,43.9,completed,2024-04-01T19:59:00
55ceb0f6-5e3f-4e5b-8825-5fcaa004065c,6be25e64-c34e-4cd9-b91a-42715b89b119,Sandwich,3,20.1,60.3,refunded,2024-03-22T20:44:00
06967abd-92c7-4636-bbe9-f208f954a060,3083fa7f-9968-479f-960f-6cef2a12cd2c,Postre,1,11.11,11.11,completed,2024-04-12T21:58:00
eb449a1f-ec6a-4449-97e5-dc2e5985f790,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Sandwich,4,10.37,41.48,completed,2024-12-03T11:25:00
96dc5714-add9-4569-89e9-515b44c1e091,3083fa7f-9968-479f-960f-6cef2a12cd2c,Ensalada,3,8.77,26.31,refunded,2024-11-24T16:25:00
bc951ca5-d354-4ff5-a38b-178aa62daa24,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,5,9.95,49.75,refunded,2024-04-01T17:16:00
272893f5-b270-44e6-a460-85bd034aff8d,6be25e64-c34e-4cd9-b91a-42715b89b119,Pasta,1,4.94,4.94,pending,2024-06-09T14:38:00
3d87cf0f-308e-41a6-9d90-82ae59db2c30,93327782-e082-4124-826e-9cef7e076d22,Sandwich,5,5.1,25.5,refunded,2024-01-23T19:27:00
957981c5-4394-4e87-9d60-87a8a959879f,93327782-e082-4124-826e-9cef7e076d22,Sandwich,1,14.2,14.2,refunded,2024-08-08T09:42:00
15b1f9dd-052f-4cc0-9895-4495d3b4d5f6,3083fa7f-9968-479f-960f-6cef2a12cd2c,Ensalada,3,16.52,49.56,pending,2024-06-07T18:26:00
6acaed49-405c-411e-be17-a0a7922e78b5,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Jugo,3,11.55,34.65,completed,2024-08-03T18:24:00
8cd92236-3e42-49c3-9647-f097ffa6f39d,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,2,16.35,32.7,pending,2024-01-01T12:18:00
806a8283-f754-4ec7-9628-3c19f3397a38,93327782-e082-4124-826e-9cef7e076d22,Pasta,2,12.17,24.34,refunded,2024-08-14T15:43:00
8cbe93be-2d4f-48e9-8f8e-5f61c4193037,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Té,2,14.0,28.0,refunded,2024-09-20T18:40:00
9cc53362-0708-429a-8673-857d398d4e76,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,5,10.04,50.2,completed,2024-04-11T10:01:00
12d740fb-7c31-47ce-b8f9-80b0ac605134,6be25e64-c34e-4cd9-b91a-42715b89b119,Té,1,8.01,8.01,refunded,2024-07-31T22:40:00
7b69ccec-96f0-404f-b1f9-f17ce10d031d,6be25e64-c34e-4cd9-b91a-42715b89b119,Postre,5,6.87,34.35,refunded,2024-05-04T10:41:00
5d169080-689c-4c95-914d-1c8b841f153e,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pizza,1,22.58,22.58,completed,2024-03-31T20:44:00
907e1cae-7164-48b2-9734-e743c0e35302,93327782-e082-4124-826e-9cef7e076d22,Sandwich,5,12.95,64.75,completed,2024-08-21T10:51:00
2833414f-3b1a-415c-bc75-49d67c6cbd36,93327782-e082-4124-826e-9cef7e076d22,Pasta,4,17.52,70.08,refunded,2024-11-09T21:46:00
77ffca5a-8fac-4f13-8041-be80495df383,93327782-e082-4124-826e-9cef7e076d22,Postre,5,12.1,60.5,completed,2024-08-31T15:16:00
55a035d7-bd3e-4e1d-be58-fe631135a8ff,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,2,21.4,42.8,pending,2024-05-02T12:28:00
2a53de54-2526-410e-acd6-46be10fbf7ac,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,1,18.55,18.55,refunded,2024-06-12T22:34:00
b40c5059-b50d-4d11-b5fb-9305cdaf54af,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pizza,1,5.61,5.61,pending,2024-03-19T19:13:00
1ab219b0-6cd6-4330-b9d9-c8ca6e2885fe,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,1,11.83,11.83,refunded,2024-02-01T11:53:00
1334c93b-5e42-4c57-a32d-9748f0c5f73f,93327782-e082-4124-826e-9cef7e076d22,Café,4,11.26,45.04,pending,2024-07-13T15:00:00
130d7e75-3464-4c99-8268-6aa44a2b4ffb,6be25e64-c34e-4cd9-b91a-42715b89b119,Pizza,3,9.22,27.66,pending,2024-10-06T20:38:00
cd5e3345-2179-407b-925c-4f3b80b11fa3,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,2,13.49,26.98,refunded,2024-01-15T14:21:00
2270d424-8cc0-4335-bba4-175802a4049e,6be25e64-c34e-4cd9-b91a-42715b89b119,Jugo,4,18.79,75.16,pending,2024-09-30T08:58:00
a2fdd0c2-acc4-4c3a-a8cd-a925a6124c8a,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,4,15.82,63.28,pending,2024-08-07T10:55:00
8914f488-d4f9-4071-b622-7dc238ecd838,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,4,6.59,26.36,refunded,2024-04-18T15:20:00
ca93dfd7-c32f-41f7-8534-da206c2aaef1,6be25e64-c34e-4cd9-b91a-42715b89b119,Ensalada,3,19.63,58.89,refunded,2024-05-09T21:05:00
6bc5b9b8-dd06-44da-a0a2-11be316adc8e,93327782-e082-4124-826e-9cef7e076d22,Café,4,2.94,11.76,refunded,2024-04-24T18:04:00
fad2e6ea-de16-435a-aee8-2a75b7fc8af4,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Sandwich,1,19.47,19.47,completed,2024-11-14T10:15:00
f3e20112-53e0-4cf3-b02e-18841f7011c9,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,2,13.16,26.32,refunded,2024-12-24T12:49:00
ada8c339-0f8c-4401-a9b4-1856e8a8cebb,93327782-e082-4124-826e-9cef7e076d22,Té,3,6.28,18.84,completed,2024-06-08T09:37:00
fad7a93a-fb76-451e-89bc-81eed81ad0ca,93327782-e082-4124-826e-9cef7e076d22,Pizza,1,23.4,23.4,refunded,2024-04-11T09:37:00
ccc0810e-3588-41fe-ab96-f7f7f63f9566,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Té,2,4.79,9.58,pending,2024-01-22T13:34:00
4467429b-6612-4489-a6e9-7499997665b1,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pasta,4,17.38,69.52,completed,2024-08-03T21:31:00
106e8f45-a710-4cca-9095-7d3724e02ed6,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,1,12.25,12.25,pending,2024-03-19T14:11:00
123406a4-7fcf-480e-8c96-edf4e73cc9e4,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,5,24.22,121.1,refunded,2024-08-11T21:46:00
4ed7fa05-bff9-4cc9-add5-e3fd002ddace,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Té,5,8.54,42.7,refunded,2024-08-18T11:48:00
4a5d34b6-6344-42e7-9f6e-1a382c240ed5,6be25e64-c34e-4cd9-b91a-42715b89b119,Pasta,4,15.32,61.28,completed,2024-09-10T21:20:00
8d675bd9-2552-46be-a95b-b278c0183296,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Ensalada,2,13.47,26.94,refunded,2024-05-23T22:38:00
4fe0b8a0-3f9d-486f-981d-1eb7cfe2049a,93327782-e082-4124-826e-9cef7e076d22,Sandwich,3,15.01,45.03,completed,2024-05-03T19:26:00
ae97b52a-f754-457b-9b1c-043f81fdb460,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Postre,4,14.99,59.96,pending,2024-12-30T15:28:00
78a936d5-3e05-4b74-8a63-cb3a280c8fce,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pizza,1,4.59,4.59,pending,2024-05-04T12:42:00
cecf486e-1188-4490-8030-1c33e5fc8ab2,93327782-e082-4124-826e-9cef7e076d22,Pasta,5,10.8,54.0,refunded,2024-10-08T13:22:00
244291bd-5b49-40cb-99cf-cd10668f9f36,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Sandwich,4,8.6,34.4,completed,2024-04-08T13:07:00
b3bb0d7c-efdd-44ff-b33f-30200ce837e2,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Sandwich,5,23.89,119.45,completed,2024-09-04T12:46:00
37ae2f62-25f0-4776-bced-9fdf00a29762,93327782-e082-4124-826e-9cef7e076d22,Ensalada,5,24.47,122.35,completed,2024-04-09T12:14:00
7cbccd80-35cd-45ea-a2b3-eb9d2d5160c2,3083fa7f-9968-479f-960f-6cef2a12cd2c,Jugo,3,6.54,19.62,refunded,2024-01-24T08:35:00
a48bc7e2-2a16-4d3b-8136-045869213980,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Postre,3,18.19,54.57,completed,2024-01-07T17:18:00
156cc7f1-1c9a-4c36-8e85-5752db50858c,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Jugo,4,13.27,53.08,completed,2024-05-09T21:30:00
6b2447e7-ff6b-42c4-86c1-472969f2608a,6be25e64-c34e-4cd9-b91a-42715b89b119,Postre,1,21.0,21.0,completed,2024-10-22T18:43:00
84044080-06ae-43a4-a4b5-41bc8a7f4243,93327782-e082-4124-826e-9cef7e076d22,Ensalada,1,5.91,5.91,completed,2024-05-07T09:35:00
8ebe43f5-2bfe-4428-9038-5ebc1c0308ba,93327782-e082-4124-826e-9cef7e076d22,Sandwich,4,16.14,64.56,pending,2024-07-13T15:58:00
